Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,312,600,,100,100,,140,140,350,1.0,2.5,0.52,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,364,600,,100,100,,,,,,,0.607,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,416,600,,100,100,,,,,,,0.693,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,416,400,,100,100,,220,180,580,1.22,3.22,1.04,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,416,800,,100,100,,180,160,500,1.13,3.13,0.52,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,416,1200,,100,100,,120,120,380,1.0,3.17,0.347,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion,Single track scan,416,1600,,100,100,,120,120,380,1.0,3.17,0.26,,2210,1098,,828,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
Ti-6Al-4V,EBAM,Electron Beam Melting,120,100,,100,400,,120,,,,,1.2,30.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,100,,100,400,,220,,,,,2.4,60.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,100,,100,400,,260,,,,,3.0,75.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,100,,100,400,,326,,,,,3.6,90.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,400,,100,400,,55,,,,,0.3,7.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,400,,100,400,,130,,,,,0.6,15.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,400,,100,400,,170,,,,,0.75,18.75,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,400,,100,400,,220,,,,,0.9,22.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,700,,100,400,,25,,,,,0.1714,4.29,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,700,,100,400,,90,,,,,0.3429,8.57,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,700,,100,400,,120,,,,,0.4286,10.71,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,700,,100,400,,155,,,,,0.5143,12.86,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,1000,,100,400,,12,,,,,0.12,3.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,1000,,100,400,,55,,,,,0.24,6.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,1000,,100,400,,80,,,,,0.3,7.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,1000,,100,400,,110,,,,,0.36,9.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,100,,100,600,,85,,,,,1.2,20.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,100,,100,600,,165,,,,,2.4,40.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,100,,100,600,,205,,,,,3.0,50.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,100,,100,600,,265,,,,,3.6,60.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,400,,100,600,,30,,,,,0.3,5.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,400,,100,600,,95,,,,,0.6,10.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,400,,100,600,,130,,,,,0.75,12.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,400,,100,600,,170,,,,,0.9,15.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,700,,100,600,,10,,,,,0.1714,2.86,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,700,,100,600,,60,,,,,0.3429,5.71,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,700,,100,600,,85,,,,,0.4286,7.14,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,700,,100,600,,115,,,,,0.5143,8.57,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,1000,,100,600,,5,,,,,0.12,2.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,1000,,100,600,,35,,,,,0.24,4.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,1000,,100,600,,55,,,,,0.3,5.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,1000,,100,600,,78,,,,,0.36,6.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,100,,100,800,,55,,,,,1.2,15.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,100,,100,800,,120,,,,,2.4,30.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,100,,100,800,,165,,,,,3.0,37.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,100,,100,800,,210,,,,,3.6,45.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,400,,100,800,,18,,,,,0.3,3.75,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,400,,100,800,,70,,,,,0.6,7.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,400,,100,800,,100,,,,,0.75,9.38,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,400,,100,800,,135,,,,,0.9,11.25,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,700,,100,800,,5,,,,,0.1714,2.14,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,700,,100,800,,40,,,,,0.3429,4.29,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,700,,100,800,,65,,,,,0.4286,5.36,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,700,,100,800,,90,,,,,0.5143,6.43,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,1000,,100,800,,2.5,,,,,0.12,1.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,1000,,100,800,,22,,,,,0.24,3.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,1000,,100,800,,40,,,,,0.3,3.75,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,1000,,100,800,,60,,,,,0.36,4.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,100,,100,1000,,38,,,,,1.2,12.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,100,,100,1000,,92,,,,,2.4,24.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,100,,100,1000,,130,,,,,3.0,30.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,100,,100,1000,,175,,,,,3.6,36.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,400,,100,1000,,10,,,,,0.3,3.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,400,,100,1000,,50,,,,,0.6,6.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,400,,100,1000,,78,,,,,0.75,7.5,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,400,,100,1000,,108,,,,,0.9,9.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,700,,100,1000,,3,,,,,0.1714,1.71,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,700,,100,1000,,25,,,,,0.3429,3.43,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,700,,100,1000,,48,,,,,0.4286,4.29,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,700,,100,1000,,68,,,,,0.5143,5.14,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,120,1000,,100,1000,,2.5,,,,,0.12,1.2,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,240,1000,,100,1000,,12,,,,,0.24,2.4,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,300,1000,,100,1000,,28,,,,,0.3,3.0,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
Ti-6Al-4V,EBAM,Electron Beam Melting,360,1000,,100,1000,,42,,,,,0.36,3.6,4420,526,6.7,1923,0.9,,,,,6.0,,,,,4.0,,,,,,,,,,,MELT POOL GEOMETRY SIMULATIONS FOR POWDER-BASED ELECTRON BEAM ADDITIVE MANUFACTURING,
SS316L,SLM,Laser Powder Bed Fusion,200,850,,30,90,90,160,120,,1.33,,0.235,87.04,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
SS316L,SLM,Laser Powder Bed Fusion,200,1000,,30,90,90,120,110,,1.09,,0.2,74.07,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
SS316L,SLM,Laser Powder Bed Fusion,200,1150,,30,90,90,90,100,,0.9,,0.174,64.34,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
SS316L,SLM,Laser Powder Bed Fusion,200,1300,,30,90,90,75,90,,0.83,,0.154,56.95,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
SS316L,SLM,Laser Powder Bed Fusion,200,1450,,30,90,90,60,80,,0.75,,0.138,51.03,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
SS316L,SLM,Laser Powder Bed Fusion,200,1600,,30,90,90,50,75,,0.67,,0.125,46.3,8000,450,13.3,1723,0.36,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
IN738LC,SLM,Laser Powder Bed Fusion,200,600,,30,90,90,150,120,,1.25,,0.333,123.46,,450,9.8,1623,0.26,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
IN738LC,SLM,Laser Powder Bed Fusion,200,750,,30,90,90,120,110,,1.09,,0.267,98.77,,450,9.8,1623,0.26,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
IN738LC,SLM,Laser Powder Bed Fusion,200,900,,30,90,90,90,95,,0.95,,0.222,82.3,,450,9.8,1623,0.26,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
IN738LC,SLM,Laser Powder Bed Fusion,200,1050,,30,90,90,65,85,,0.76,,0.19,70.55,,450,9.8,1623,0.26,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
IN738LC,SLM,Laser Powder Bed Fusion,200,1200,,30,90,90,50,75,,0.67,,0.167,61.73,,450,9.8,1623,0.26,,,,,,,,,,,,,,,,,,,,,Melt pool simulation for the evaluation of process parameters in selective laser melting,
Ti6Al4V,SLM,single layer melting,95,210,,30,100,75,53,137,169,0.387,1.234,0.452,,4420,546,7,1933,0.3,,,,,6,,,,,4,,,,,,,,,,file15,Determination of melt pool dimensions using DOE-FEM and RSM with process window during SLM of Ti6Al4V powder,
