Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,L_over_D,H_over_W,vaporization_ratio_eta,build_to_powder_ratio_percent,normalized_enthalpy_deltaH_over_hs,conduction_to_keyhole_transition_normalized_enthalpy_deltaH_over_hs,meltpool_aspect_ratio_width_to_depth,D_over_t,L_over_W,W_over_h,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,520,2000,,0.1,0.1,,,,,,,,,,,,,,,,,0.26,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,208,600,,0.1,0.1,,,,,,,,,,,,,,,,,0.3466666666666667,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,260,600,,0.1,0.1,,,,,,,,,,,,,,,,,0.43333333333333335,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,312,600,,0.1,0.1,,,,,,,,,,,,,,,,,0.52,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,364,600,,0.1,0.1,,,,,,,,,,,,,,,,,0.6066666666666667,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,416,600,,0.1,0.1,,,,,,,,,,,,,,,,,0.6933333333333334,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,416,400,,0.1,0.1,,,,,,,,,,,,,,,,,1.04,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,416,800,,0.1,0.1,,,,,,,,,,,,,,,,,0.52,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,416,1200,,0.1,0.1,,,,,,,,,,,,,,,,,0.3466666666666667,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser Powder Bed Fusion (LPBF),Single-track laser scanning on powder bed with in-situ high-speed high-energy x-ray imaging,416,1600,,0.1,0.1,,,,,,,,,,,,,,,,,0.26,,2210,1098,,828.15,,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,file12,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,100,,0.1,0.4,,,,,,,,,,,,,,,,,1.2,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,100,,0.1,0.4,,,,,,,,,,,,,,,,,2.4,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,100,,0.1,0.4,,,,,,,,,,,,,,,,,3.0,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,100,,0.1,0.4,,,,,,,,,,,,,,,,,3.6,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,400,,0.1,0.4,,,,,,,,,,,,,,,,,0.3,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,400,,0.1,0.4,,,,,,,,,,,,,,,,,0.6,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,400,,0.1,0.4,,,,,,,,,,,,,,,,,0.75,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,400,,0.1,0.4,,,,,,,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,700,,0.1,0.4,,,,,,,,,,,,,,,,,0.171428571,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,700,,0.1,0.4,,,,,,,,,,,,,,,,,0.342857143,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,700,,0.1,0.4,,,,,,,,,,,,,,,,,0.428571429,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,700,,0.1,0.4,,,,,,,,,,,,,,,,,0.514285714,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,1000,,0.1,0.4,,,,,,,,,,,,,,,,,0.12,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,1000,,0.1,0.4,,,,,,,,,,,,,,,,,0.24,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,1000,,0.1,0.4,,,,,,,,,,,,,,,,,0.3,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,1000,,0.1,0.4,,,,,,,,,,,,,,,,,0.36,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,100,,0.1,0.6,,,,,,,,,,,,,,,,,1.2,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,100,,0.1,0.6,,,,,,,,,,,,,,,,,2.4,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,100,,0.1,0.6,,,,,,,,,,,,,,,,,3.0,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,100,,0.1,0.6,,,,,,,,,,,,,,,,,3.6,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,400,,0.1,0.6,,,,,,,,,,,,,,,,,0.3,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,400,,0.1,0.6,,,,,,,,,,,,,,,,,0.6,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,400,,0.1,0.6,,,,,,,,,,,,,,,,,0.75,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,400,,0.1,0.6,,,,,,,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,700,,0.1,0.6,,,,,,,,,,,,,,,,,0.171428571,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,700,,0.1,0.6,,,,,,,,,,,,,,,,,0.342857143,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,700,,0.1,0.6,,,,,,,,,,,,,,,,,0.428571429,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,700,,0.1,0.6,,,,,,,,,,,,,,,,,0.514285714,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,1000,,0.1,0.6,,,,,,,,,,,,,,,,,0.12,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,1000,,0.1,0.6,,,,,,,,,,,,,,,,,0.24,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,1000,,0.1,0.6,,,,,,,,,,,,,,,,,0.3,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),360,1000,,0.1,0.6,,,,,,,,,,,,,,,,,0.36,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),120,100,,0.1,0.8,,,,,,,,,,,,,,,,,1.2,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),240,100,,0.1,0.8,,,,,,,,,,,,,,,,,2.4,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
Ti-6Al-4V,powder-based electron beam additive manufacturing (EBAM),finite element (FE) transient thermal modeling; DOE full-factorial simulations; ANOVA; linear regression; process maps for constant l/d and cross-sectional area (Ax),300,100,,0.1,0.8,,,,,,,,,,,,,,,,,3.0,,,,,,0.9,,,,,,,,,,,,,,,,,,,,13/file13,Melt Pool Geometry Simulations for Powder-Based Electron Beam Additive Manufacturing,
