Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",75,1200,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",75,1600,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",75,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",120,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",120,1200,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",120,1600,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",120,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",165,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20625,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",165,1200,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",165,1600,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103125,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",165,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",225,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",225,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",285,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35625,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",285,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",330,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",330,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",375,800,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
Inconel 718 (IN 718),Laser Powder Bed Fusion (L-PBF),"Single-track laser deposition with powder on AM pad, and multilayer cube fabrication with bidirectional 0-90 deg scan rotation",375,2000,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,Influence of laser processing parameters on porosity in Inconel 718 during additive manufacturing,
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,104,100,,100,100,,45,180,200,0.25,1.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,conduction,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,208,200,,100,100,,70,260,250,0.2692,0.9615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,conduction,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,312,300,,100,100,,350,410,2200,0.8537,5.3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,416,400,,100,100,,430,510,2300,0.8431,4.5098,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,Figs. 9 and 10,405,0.2,75,,,,,,,,,,6,,,1040,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,520,500,,100,100,,520,530,3000,0.9811,5.6604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,104,200,,100,100,,30,140,120,0.2143,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,conduction,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,208,400,,100,100,,60,180,350,0.3333,1.9444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,conduction,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,312,600,,100,100,,130,360,1050,0.3611,2.9167,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,Figs. 8 and 10,100,1.1,112,,,,,,,,,,20,,,520,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,416,800,,100,100,,145,400,1400,0.3625,3.5,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,Figs. 9 and 10,120,1.0,140,,,,,,,,,,21,,,520,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,520,1000,,100,100,,170,390,1500,0.4359,3.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,keyhole,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,104,400,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,no_melt_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,208,800,,100,100,,20,180,150,0.1111,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,conduction,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,312,1200,,100,100,,30,210,280,0.1429,1.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,transition,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,416,1600,,100,100,,56,190,620,0.2947,3.2632,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,Figs. 9 and 10,35,5.0,210,,,,,,,,,,37,,,260,,,,,,,,,,transition,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,520,2000,,100,100,,58,200,900,0.29,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,transition,Fig. 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,208,600,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,Figs. 8 and 10,0,,0,,,,,,,,,,,,,346.6667,,,,,,,,,,conduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3467,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,260,600,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,Figs. 8 and 10,22,0.88,22,,,,,,,,,,24,,,433.3333,,,,,,,,,,keyhole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4333,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,364,600,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,Figs. 8 and 10,190,0.37,72,,,,,,,,,,14.5,,,606.6667,,,,,,,,,,keyhole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6067,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
AlSi10Mg,Laser powder bed fusion (LPBF),Single-track laser scanning,416,600,,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,Figs. 8 and 10,260,0.28,74,,,,,,,,,,12,,,693.3333,,,,,,,,,,keyhole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6933,,,,,,0.08,,0.007,0.309,9.908,,,0.002,,0.009,0.011,,0.002,,,0.006,0.001,0.138,0.041,,,In-situ characterization and quantification of melt pool variation under constant input energy density in laser powder bed fusion additive manufacturing process,10.1016/j.addma.2019.04.021
